threshold,female_fmr,male_fmr,female_fnmr,male_fnmr,female_tar,male_tar,female_accuracy,male_accuracy,fmr_disparity,fnmr_disparity,tar_disparity,accuracy_disparity
0.6600000000000001,0.0,0.0,0.9897959183673469,0.9090909090909091,0.01020408163265306,0.09090909090909091,0.41566265060240964,0.26108374384236455,0.0,0.08070500927643787,0.08070500927643785,0.1545789067600451
0.6700000000000002,0.0,0.0,0.9897959183673469,0.9212121212121213,0.01020408163265306,0.07878787878787878,0.41566265060240964,0.2512315270935961,0.0,0.06858379715522567,0.06858379715522572,0.16443112350881356
0.6800000000000002,0.0,0.0,0.9931972789115646,0.9212121212121213,0.006802721088435374,0.07878787878787878,0.41365461847389556,0.2512315270935961,0.0,0.07198515769944336,0.07198515769944341,0.16242309138029948
0.6900000000000002,0.0,0.0,0.9931972789115646,0.9393939393939394,0.006802721088435374,0.06060606060606061,0.41365461847389556,0.23645320197044334,0.0,0.05380333951762517,0.05380333951762523,0.17720141650345222
0.7000000000000002,0.0,0.0,0.9931972789115646,0.9454545454545454,0.006802721088435374,0.05454545454545454,0.41365461847389556,0.2315270935960591,0.0,0.04774273345701918,0.04774273345701917,0.18212752487783646
0.7100000000000002,0.0,0.0,0.9965986394557823,0.9575757575757575,0.003401360544217687,0.04242424242424243,0.41164658634538154,0.22167487684729065,0.0,0.039022881880024785,0.03902288188002474,0.1899717094980909
0.7200000000000002,0.0,0.0,1.0,0.9636363636363636,0.0,0.03636363636363636,0.40963855421686746,0.21674876847290642,0.0,0.036363636363636376,0.03636363636363636,0.19288978574396104
0.7300000000000002,0.0,0.0,1.0,0.9696969696969697,0.0,0.030303030303030304,0.40963855421686746,0.21182266009852216,0.0,0.030303030303030276,0.030303030303030304,0.1978158941183453
0.7400000000000002,0.0,0.0,1.0,0.9757575757575757,0.0,0.024242424242424242,0.40963855421686746,0.20689655172413793,0.0,0.024242424242424288,0.024242424242424242,0.20274200249272953
0.7500000000000002,0.0,0.0,1.0,0.9757575757575757,0.0,0.024242424242424242,0.40963855421686746,0.20689655172413793,0.0,0.024242424242424288,0.024242424242424242,0.20274200249272953
0.7600000000000002,0.0,0.0,1.0,0.9878787878787879,0.0,0.012121212121212121,0.40963855421686746,0.19704433497536947,0.0,0.012121212121212088,0.012121212121212121,0.212594219241498
0.7700000000000002,0.0,0.0,1.0,0.9878787878787879,0.0,0.012121212121212121,0.40963855421686746,0.19704433497536947,0.0,0.012121212121212088,0.012121212121212121,0.212594219241498
0.7800000000000001,0.0,0.0,1.0,0.9878787878787879,0.0,0.012121212121212121,0.40963855421686746,0.19704433497536947,0.0,0.012121212121212088,0.012121212121212121,0.212594219241498
0.7900000000000001,0.0,0.0,1.0,0.9878787878787879,0.0,0.012121212121212121,0.40963855421686746,0.19704433497536947,0.0,0.012121212121212088,0.012121212121212121,0.212594219241498
0.8000000000000002,0.0,0.0,1.0,0.9939393939393939,0.0,0.006060606060606061,0.40963855421686746,0.1921182266009852,0.0,0.0060606060606061,0.006060606060606061,0.21752032761588225
0.8100000000000002,0.0,0.0,1.0,0.9939393939393939,0.0,0.006060606060606061,0.40963855421686746,0.1921182266009852,0.0,0.0060606060606061,0.006060606060606061,0.21752032761588225
0.8200000000000002,0.0,0.0,1.0,0.9939393939393939,0.0,0.006060606060606061,0.40963855421686746,0.1921182266009852,0.0,0.0060606060606061,0.006060606060606061,0.21752032761588225
0.8300000000000002,0.0,0.0,1.0,0.9939393939393939,0.0,0.006060606060606061,0.40963855421686746,0.1921182266009852,0.0,0.0060606060606061,0.006060606060606061,0.21752032761588225
0.8400000000000002,0.0,0.0,1.0,0.9939393939393939,0.0,0.006060606060606061,0.40963855421686746,0.1921182266009852,0.0,0.0060606060606061,0.006060606060606061,0.21752032761588225
0.8500000000000002,0.0,0.0,1.0,0.9939393939393939,0.0,0.006060606060606061,0.40963855421686746,0.1921182266009852,0.0,0.0060606060606061,0.006060606060606061,0.21752032761588225
0.8600000000000002,0.0,0.0,1.0,1.0,0.0,0.0,0.40963855421686746,0.18719211822660098,0.0,0.0,0.0,0.22244643599026648
0.8700000000000002,0.0,0.0,1.0,1.0,0.0,0.0,0.40963855421686746,0.18719211822660098,0.0,0.0,0.0,0.22244643599026648
0.8800000000000002,0.0,0.0,1.0,1.0,0.0,0.0,0.40963855421686746,0.18719211822660098,0.0,0.0,0.0,0.22244643599026648
0.8900000000000002,0.0,0.0,1.0,1.0,0.0,0.0,0.40963855421686746,0.18719211822660098,0.0,0.0,0.0,0.22244643599026648
0.9000000000000002,0.0,0.0,1.0,1.0,0.0,0.0,0.40963855421686746,0.18719211822660098,0.0,0.0,0.0,0.22244643599026648
0.9100000000000003,0.0,0.0,1.0,1.0,0.0,0.0,0.40963855421686746,0.18719211822660098,0.0,0.0,0.0,0.22244643599026648
0.9200000000000003,0.0,0.0,1.0,1.0,0.0,0.0,0.40963855421686746,0.18719211822660098,0.0,0.0,0.0,0.22244643599026648
0.9300000000000002,0.0,0.0,1.0,1.0,0.0,0.0,0.40963855421686746,0.18719211822660098,0.0,0.0,0.0,0.22244643599026648
0.9400000000000002,0.0,0.0,1.0,1.0,0.0,0.0,0.40963855421686746,0.18719211822660098,0.0,0.0,0.0,0.22244643599026648
0.9500000000000002,0.0,0.0,1.0,1.0,0.0,0.0,0.40963855421686746,0.18719211822660098,0.0,0.0,0.0,0.22244643599026648
